id,hour,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,hour_day_interaction,hour_month_interaction,day_month_interaction,weekend_hour_interaction,weekend_month_interaction,time_since_midnight,time_since_week_start,is_monday,is_friday,is_end_of_month,is_beginning_of_month,valeur_CO,valeur_NO2,valeur_O3,valeur_PM10,valeur_PM25
2021-12-02 12,12,3,12,336,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,36,144,36,0,0,12.0,84,0,0,0,1,,19.4,56.9,9.2,4.5
2021-12-02 13,13,3,12,336,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,39,156,36,0,0,13.0,85,0,0,0,1,,18.1,62.0,12.3,4.4
2021-12-02 14,14,3,12,336,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,42,168,36,0,0,14.0,86,0,0,0,1,,24.3,53.3,13.1,4.4
2021-12-02 15,15,3,12,336,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,45,180,36,0,0,15.0,87,0,0,0,1,,25.8,49.5,9.6,3.9
2021-12-02 16,16,3,12,336,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,48,192,36,0,0,16.0,88,0,0,0,1,,28.7,45.7,9.3,4.3
2021-12-02 17,17,3,12,336,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,51,204,36,0,0,17.0,89,0,0,0,1,,38.5,35.8,12.4,5.6
2021-12-02 18,18,3,12,336,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,54,216,36,0,0,18.0,90,0,0,0,1,,41.7,30.9,15.1,7.9
2021-12-02 19,19,3,12,336,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,57,228,36,0,0,19.0,91,0,0,0,1,,41.5,29.0,15.4,9.1
2021-12-02 20,20,3,12,336,0,-0.8660254037844386,0.5,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,60,240,36,0,0,20.0,92,0,0,0,1,,37.6,33.0,17.5,10.9
2021-12-02 21,21,3,12,336,0,-0.7071067811865477,0.7071067811865475,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,63,252,36,0,0,21.0,93,0,0,0,1,,32.7,35.1,16.8,10.4
2021-12-02 22,22,3,12,336,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,66,264,36,0,0,22.0,94,0,0,0,1,,33.3,32.4,16.9,10.2
2021-12-02 23,23,3,12,336,0,-0.2588190451025215,0.9659258262890681,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,69,276,36,0,0,23.0,95,0,0,0,1,,38.7,24.6,16.9,10.5
2021-12-03 00,0,4,12,337,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,48,0,0,0.0,96,0,1,0,1,,45.8,17.2,18.9,11.5
2021-12-03 01,1,4,12,337,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,4,12,48,0,0,1.0,97,0,1,0,1,,41.4,22.0,17.2,10.9
2021-12-03 02,2,4,12,337,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,8,24,48,0,0,2.0,98,0,1,0,1,,38.0,24.0,16.5,10.0
2021-12-03 03,3,4,12,337,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,12,36,48,0,0,3.0,99,0,1,0,1,,34.2,26.1,15.7,10.1
2021-12-03 04,4,4,12,337,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,16,48,48,0,0,4.0,100,0,1,0,1,,29.6,30.0,13.4,8.5
2021-12-03 05,5,4,12,337,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,20,60,48,0,0,5.0,101,0,1,0,1,,39.5,19.6,12.6,7.6
2021-12-03 06,6,4,12,337,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,24,72,48,0,0,6.0,102,0,1,0,1,,48.5,14.1,14.2,7.9
2021-12-03 07,7,4,12,337,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,28,84,48,0,0,7.0,103,0,1,0,1,,55.0,10.0,14.3,7.5
2021-12-03 08,8,4,12,337,0,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,32,96,48,0,0,8.0,104,0,1,0,1,,44.8,24.4,17.5,7.2
2021-12-03 09,9,4,12,337,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,36,108,48,0,0,9.0,105,0,1,0,1,,35.2,32.6,15.5,7.6
2021-12-03 10,10,4,12,337,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,40,120,48,0,0,10.0,106,0,1,0,1,,29.9,35.3,14.8,8.5
2021-12-03 11,11,4,12,337,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,44,132,48,0,0,11.0,107,0,1,0,1,,32.1,32.3,10.1,7.6
2021-12-03 12,12,4,12,337,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,48,144,48,0,0,12.0,108,0,1,0,1,,32.2,33.7,10.3,7.7
2021-12-03 13,13,4,12,337,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,52,156,48,0,0,13.0,109,0,1,0,1,,31.6,31.9,8.8,5.8
2021-12-03 14,14,4,12,337,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,56,168,48,0,0,14.0,110,0,1,0,1,,30.5,32.5,7.6,5.4
2021-12-03 15,15,4,12,337,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,60,180,48,0,0,15.0,111,0,1,0,1,,32.4,29.1,6.9,5.1
2021-12-03 16,16,4,12,337,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,64,192,48,0,0,16.0,112,0,1,0,1,,41.2,19.2,6.0,4.8
2021-12-03 17,17,4,12,337,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,68,204,48,0,0,17.0,113,0,1,0,1,,43.5,16.4,7.0,6.2
2021-12-03 18,18,4,12,337,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,72,216,48,0,0,18.0,114,0,1,0,1,,45.0,13.8,9.8,8.7
2021-12-03 19,19,4,12,337,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,76,228,48,0,0,19.0,115,0,1,0,1,,47.1,11.5,13.4,12.4
2021-12-03 20,20,4,12,337,0,-0.8660254037844386,0.5,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,80,240,48,0,0,20.0,116,0,1,0,1,,45.2,12.0,15.6,13.8
2021-12-03 21,21,4,12,337,0,-0.7071067811865477,0.7071067811865475,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,84,252,48,0,0,21.0,117,0,1,0,1,,40.3,13.6,12.7,11.7
2021-12-03 22,22,4,12,337,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,88,264,48,0,0,22.0,118,0,1,0,1,,44.4,12.3,12.4,10.8
2021-12-03 23,23,4,12,337,0,-0.2588190451025215,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,92,276,48,0,0,23.0,119,0,1,0,1,,38.6,20.4,9.3,8.0
2021-12-04 00,0,5,12,338,1,0.0,1.0,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,60,0,12,0.0,120,0,0,0,0,,18.6,49.4,2.3,1.8
2021-12-04 01,1,5,12,338,1,0.25881904510252074,0.9659258262890683,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,5,12,60,1,12,1.0,121,0,0,0,0,,12.2,58.6,1.6,0.9
2021-12-04 02,2,5,12,338,1,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,10,24,60,2,12,2.0,122,0,0,0,0,,11.4,62.4,1.2,0.7
2021-12-04 03,3,5,12,338,1,0.7071067811865475,0.7071067811865476,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,15,36,60,3,12,3.0,123,0,0,0,0,,8.9,65.0,2.1,1.0
2021-12-04 04,4,5,12,338,1,0.8660254037844386,0.5000000000000001,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,20,48,60,4,12,4.0,124,0,0,0,0,,10.1,64.6,2.4,1.2
2021-12-04 05,5,5,12,338,1,0.9659258262890683,0.25881904510252074,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,25,60,60,5,12,5.0,125,0,0,0,0,,13.1,60.3,2.0,1.0
2021-12-04 06,6,5,12,338,1,1.0,6.123233995736766e-17,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,30,72,60,6,12,6.0,126,0,0,0,0,,17.7,55.7,2.0,1.0
2021-12-04 07,7,5,12,338,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,35,84,60,7,12,7.0,127,0,0,0,0,,30.8,38.7,2.1,1.2
2021-12-04 08,8,5,12,338,1,0.8660254037844388,-0.4999999999999998,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,40,96,60,8,12,8.0,128,0,0,0,0,,19.8,55.7,3.1,1.1
2021-12-04 09,9,5,12,338,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,45,108,60,9,12,9.0,129,0,0,0,0,,12.9,68.6,4.2,1.8
2021-12-04 10,10,5,12,338,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,50,120,60,10,12,10.0,130,0,0,0,0,,14.8,69.3,5.5,2.6
2021-12-04 11,11,5,12,338,1,0.258819045102521,-0.9659258262890682,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,55,132,60,11,12,11.0,131,0,0,0,0,,19.5,62.8,6.0,3.0
2021-12-04 12,12,5,12,338,1,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,60,144,60,12,12,12.0,132,0,0,0,0,,20.0,60.5,10.1,5.4
2021-12-04 13,13,5,12,338,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,65,156,60,13,12,13.0,133,0,0,0,0,,20.8,60.2,14.3,7.4
2021-12-04 14,14,5,12,338,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,70,168,60,14,12,14.0,134,0,0,0,0,,21.8,59.6,14.2,7.6
2021-12-04 15,15,5,12,338,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,75,180,60,15,12,15.0,135,0,0,0,0,,27.5,55.7,12.8,6.9
2021-12-04 16,16,5,12,338,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,80,192,60,16,12,16.0,136,0,0,0,0,,25.0,61.3,6.4,3.6
2021-12-04 17,17,5,12,338,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,85,204,60,17,12,17.0,137,0,0,0,0,,28.5,59.3,4.6,3.2
2021-12-04 18,18,5,12,338,1,-1.0,-1.8369701987210297e-16,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,90,216,60,18,12,18.0,138,0,0,0,0,,38.6,46.7,6.8,5.3
2021-12-04 19,19,5,12,338,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,95,228,60,19,12,19.0,139,0,0,0,0,,41.1,39.8,13.1,10.7
2021-12-04 20,20,5,12,338,1,-0.8660254037844386,0.5,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,100,240,60,20,12,20.0,140,0,0,0,0,,31.2,48.2,11.8,10.0
2021-12-04 21,21,5,12,338,1,-0.7071067811865477,0.7071067811865475,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,105,252,60,21,12,21.0,141,0,0,0,0,,29.6,49.0,9.5,7.8
2021-12-04 22,22,5,12,338,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,110,264,60,22,12,22.0,142,0,0,0,0,,25.4,53.0,6.7,5.5
2021-12-04 23,23,5,12,338,1,-0.2588190451025215,0.9659258262890681,-0.9749279121818235,-0.2225209339563146,-2.4492935982947064e-16,1.0,115,276,60,23,12,23.0,143,0,0,0,0,,19.6,59.8,3.8,2.9
2021-12-05 00,0,6,12,339,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,72,0,12,0.0,144,0,0,0,0,,17.8,60.1,3.2,2.3
2021-12-05 01,1,6,12,339,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,6,12,72,1,12,1.0,145,0,0,0,0,,15.3,61.8,2.4,1.8
2021-12-05 02,2,6,12,339,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,12,24,72,2,12,2.0,146,0,0,0,0,,14.6,61.2,2.5,1.7
2021-12-05 03,3,6,12,339,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,18,36,72,3,12,3.0,147,0,0,0,0,,14.0,62.7,2.4,1.7
2021-12-05 04,4,6,12,339,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,24,48,72,4,12,4.0,148,0,0,0,0,,15.9,60.3,2.5,1.5
2021-12-05 05,5,6,12,339,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,30,60,72,5,12,5.0,149,0,0,0,0,,16.1,60.2,2.5,1.5
2021-12-05 06,6,6,12,339,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,36,72,72,6,12,6.0,150,0,0,0,0,,18.8,55.4,3.4,2.0
2021-12-05 07,7,6,12,339,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,42,84,72,7,12,7.0,151,0,0,0,0,,15.7,58.6,3.7,2.2
2021-12-05 08,8,6,12,339,1,0.8660254037844388,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,48,96,72,8,12,8.0,152,0,0,0,0,,16.7,56.3,3.9,2.5
2021-12-05 09,9,6,12,339,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,54,108,72,9,12,9.0,153,0,0,0,0,,18.8,53.0,5.5,3.4
2021-12-05 10,10,6,12,339,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,60,120,72,10,12,10.0,154,0,0,0,0,,20.9,51.3,4.7,3.2
2021-12-05 11,11,6,12,339,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,66,132,72,11,12,11.0,155,0,0,0,0,,22.1,49.6,6.1,3.7
2021-12-05 12,12,6,12,339,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,72,144,72,12,12,12.0,156,0,0,0,0,,18.6,54.0,3.6,2.8
2021-12-05 13,13,6,12,339,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,78,156,72,13,12,13.0,157,0,0,0,0,,18.5,52.2,3.9,3.1
2021-12-05 14,14,6,12,339,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,84,168,72,14,12,14.0,158,0,0,0,0,,22.7,46.1,5.4,4.2
2021-12-05 15,15,6,12,339,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,90,180,72,15,12,15.0,159,0,0,0,0,,27.9,39.0,6.4,5.0
2021-12-05 16,16,6,12,339,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,96,192,72,16,12,16.0,160,0,0,0,0,,34.3,34.6,8.3,6.9
2021-12-05 17,17,6,12,339,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,102,204,72,17,12,17.0,161,0,0,0,0,,36.8,34.3,9.7,8.1
2021-12-05 18,18,6,12,339,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,108,216,72,18,12,18.0,162,0,0,0,0,,32.9,36.7,9.6,8.3
2021-12-05 19,19,6,12,339,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,114,228,72,19,12,19.0,163,0,0,0,0,,30.5,36.5,9.1,8.1
2021-12-05 20,20,6,12,339,1,-0.8660254037844386,0.5,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,120,240,72,20,12,20.0,164,0,0,0,0,,24.6,37.3,8.7,7.5
2021-12-05 21,21,6,12,339,1,-0.7071067811865477,0.7071067811865475,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,126,252,72,21,12,21.0,165,0,0,0,0,,23.2,33.0,9.6,7.6
2021-12-05 22,22,6,12,339,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,132,264,72,22,12,22.0,166,0,0,0,0,,20.6,30.5,8.7,6.1
2021-12-05 23,23,6,12,339,1,-0.2588190451025215,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,138,276,72,23,12,23.0,167,0,0,0,0,,18.4,32.5,7.7,5.0
2021-12-06 00,0,0,12,340,0,0.0,1.0,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,0,0,0.0,0,1,0,0,0,,15.9,33.9,7.6,5.1
2021-12-06 01,1,0,12,340,0,0.25881904510252074,0.9659258262890683,0.0,1.0,-2.4492935982947064e-16,1.0,0,12,0,0,0,1.0,1,1,0,0,0,,14.1,34.2,9.1,5.5
2021-12-06 02,2,0,12,340,0,0.49999999999999994,0.8660254037844387,0.0,1.0,-2.4492935982947064e-16,1.0,0,24,0,0,0,2.0,2,1,0,0,0,,14.1,32.3,6.8,5.0
2021-12-06 03,3,0,12,340,0,0.7071067811865475,0.7071067811865476,0.0,1.0,-2.4492935982947064e-16,1.0,0,36,0,0,0,3.0,3,1,0,0,0,,17.4,28.5,8.3,5.7
2021-12-06 04,4,0,12,340,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-2.4492935982947064e-16,1.0,0,48,0,0,0,4.0,4,1,0,0,0,,21.3,24.1,9.3,6.7
2021-12-06 05,5,0,12,340,0,0.9659258262890683,0.25881904510252074,0.0,1.0,-2.4492935982947064e-16,1.0,0,60,0,0,0,5.0,5,1,0,0,0,,25.2,22.0,10.1,6.8
2021-12-06 06,6,0,12,340,0,1.0,6.123233995736766e-17,0.0,1.0,-2.4492935982947064e-16,1.0,0,72,0,0,0,6.0,6,1,0,0,0,,29.7,17.7,10.9,7.4
2021-12-06 07,7,0,12,340,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,-2.4492935982947064e-16,1.0,0,84,0,0,0,7.0,7,1,0,0,0,,41.4,7.7,12.9,9.5
2021-12-06 08,8,0,12,340,0,0.8660254037844388,-0.4999999999999998,0.0,1.0,-2.4492935982947064e-16,1.0,0,96,0,0,0,8.0,8,1,0,0,0,,38.6,15.9,14.6,10.1
2021-12-06 09,9,0,12,340,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,-2.4492935982947064e-16,1.0,0,108,0,0,0,9.0,9,1,0,0,0,,39.6,18.6,18.2,11.5
2021-12-06 10,10,0,12,340,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-2.4492935982947064e-16,1.0,0,120,0,0,0,10.0,10,1,0,0,0,,34.2,25.8,16.2,10.7
2021-12-06 11,11,0,12,340,0,0.258819045102521,-0.9659258262890682,0.0,1.0,-2.4492935982947064e-16,1.0,0,132,0,0,0,11.0,11,1,0,0,0,,28.4,32.5,16.2,12.0
2021-12-06 12,12,0,12,340,0,1.2246467991473532e-16,-1.0,0.0,1.0,-2.4492935982947064e-16,1.0,0,144,0,0,0,12.0,12,1,0,0,0,,26.1,30.7,16.1,12.3
2021-12-06 13,13,0,12,340,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-2.4492935982947064e-16,1.0,0,156,0,0,0,13.0,13,1,0,0,0,,25.9,28.3,17.9,10.5
2021-12-06 14,14,0,12,340,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,-2.4492935982947064e-16,1.0,0,168,0,0,0,14.0,14,1,0,0,0,,26.9,32.2,16.6,8.8
2021-12-06 15,15,0,12,340,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-2.4492935982947064e-16,1.0,0,180,0,0,0,15.0,15,1,0,0,0,,29.1,33.8,11.9,7.4
2021-12-06 16,16,0,12,340,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,0,192,0,0,0,16.0,16,1,0,0,0,,27.2,43.2,7.4,4.7
2021-12-06 17,17,0,12,340,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-2.4492935982947064e-16,1.0,0,204,0,0,0,17.0,17,1,0,0,0,,29.7,41.8,10.0,7.6
2021-12-06 18,18,0,12,340,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-2.4492935982947064e-16,1.0,0,216,0,0,0,18.0,18,1,0,0,0,,25.9,47.8,7.0,5.7
2021-12-06 19,19,0,12,340,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,-2.4492935982947064e-16,1.0,0,228,0,0,0,19.0,19,1,0,0,0,,26.5,45.5,8.4,6.8
2021-12-06 20,20,0,12,340,0,-0.8660254037844386,0.5,0.0,1.0,-2.4492935982947064e-16,1.0,0,240,0,0,0,20.0,20,1,0,0,0,,31.4,37.5,10.3,8.4
2021-12-06 21,21,0,12,340,0,-0.7071067811865477,0.7071067811865475,0.0,1.0,-2.4492935982947064e-16,1.0,0,252,0,0,0,21.0,21,1,0,0,0,,26.1,46.9,10.3,7.4
2021-12-06 22,22,0,12,340,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-2.4492935982947064e-16,1.0,0,264,0,0,0,22.0,22,1,0,0,0,,19.5,57.3,8.8,5.7
2021-12-06 23,23,0,12,340,0,-0.2588190451025215,0.9659258262890681,0.0,1.0,-2.4492935982947064e-16,1.0,0,276,0,0,0,23.0,23,1,0,0,0,,17.8,58.3,11.0,5.9
2021-12-07 00,0,1,12,341,0,0.0,1.0,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,12,0,0,0.0,24,0,0,0,0,,15.6,57.5,10.8,5.9
2021-12-07 01,1,1,12,341,0,0.25881904510252074,0.9659258262890683,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,1,12,12,0,0,1.0,25,0,0,0,0,,11.9,66.8,7.3,4.0
2021-12-07 02,2,1,12,341,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,2,24,12,0,0,2.0,26,0,0,0,0,,14.5,62.2,5.7,3.3
2021-12-07 03,3,1,12,341,0,0.7071067811865475,0.7071067811865476,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,3,36,12,0,0,3.0,27,0,0,0,0,,19.2,52.1,8.1,4.6
2021-12-07 04,4,1,12,341,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,4,48,12,0,0,4.0,28,0,0,0,0,,19.3,51.6,8.0,4.5
2021-12-07 05,5,1,12,341,0,0.9659258262890683,0.25881904510252074,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,5,60,12,0,0,5.0,29,0,0,0,0,,29.1,37.2,9.8,5.6
2021-12-07 06,6,1,12,341,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,6,72,12,0,0,6.0,30,0,0,0,0,,52.2,15.3,11.1,7.1
2021-12-07 07,7,1,12,341,0,0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,7,84,12,0,0,7.0,31,0,0,0,0,,58.4,8.4,16.8,11.4
2021-12-07 08,8,1,12,341,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,8,96,12,0,0,8.0,32,0,0,0,0,,57.2,9.3,20.6,13.9
2021-12-07 09,9,1,12,341,0,0.7071067811865476,-0.7071067811865475,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,9,108,12,0,0,9.0,33,0,0,0,0,,42.8,18.7,17.4,12.3
2021-12-07 10,10,1,12,341,0,0.49999999999999994,-0.8660254037844387,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,10,120,12,0,0,10.0,34,0,0,0,0,,36.9,,,
2021-12-07 11,11,1,12,341,0,0.258819045102521,-0.9659258262890682,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,11,132,12,0,0,11.0,35,0,0,0,0,,33.0,,,
2021-12-07 12,12,1,12,341,0,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,12,144,12,0,0,12.0,36,0,0,0,0,,31.4,,,
2021-12-07 13,13,1,12,341,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,13,156,12,0,0,13.0,37,0,0,0,0,,29.9,37.0,17.2,10.0
2021-12-07 14,14,1,12,341,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,14,168,12,0,0,14.0,38,0,0,0,0,,31.2,35.8,17.5,9.8
